Date,Adj Close,Close,High,Low,Open,Volume
02-01-2013,17.94923592,18.0137291,18.10713005,17.84685516,17.91833878,102033017
03-01-2013,17.95965958,18.0241909,18.22991943,17.95071602,18.05557251,93075567
04-01-2013,18.31454849,18.38035583,18.4675293,18.12406731,18.1654129,110954331
07-01-2013,18.23464012,18.30015755,18.41547394,18.19629669,18.31759071,66476239
08-01-2013,18.19865227,18.2640419,18.33876228,18.04311943,18.31983376,67295297
09-01-2013,18.31827354,18.38409233,18.3898201,18.14698029,18.23838806,81291563
10-01-2013,18.4016571,18.46777725,18.55545044,18.2690239,18.5014019,73703226
11-01-2013,18.36468124,18.43066788,18.49143982,18.33876228,18.48073006,51600690
14-01-2013,17.94923592,18.0137291,18.48571014,17.99131393,18.35619545,114985384
15-01-2013,17.99092865,18.05557251,18.30638313,17.73602104,17.91609573,157696879
16-01-2013,17.74920845,17.81298256,18.0408783,17.7751236,17.99255943,81239368
17-01-2013,17.65316582,17.7165947,17.92381668,17.7091217,17.87574768,88791570
18-01-2013,17.48415947,17.5469799,17.75270844,17.46777534,17.69268227,129555794
22-01-2013,17.44345665,17.50613213,17.56765175,17.32306862,17.5507164,152264594
23-01-2013,18.40215492,18.46827507,18.65507507,18.32605934,18.33104134,237249950
24-01-2013,18.71758652,18.78483963,18.85009575,18.44361877,18.46180153,135815168
25-01-2013,18.70418549,18.77139091,18.89119148,18.68620872,18.69916153,89369729
28-01-2013,18.63122177,18.69816589,18.81945992,18.62742996,18.72381973,65327951
29-01-2013,18.70443344,18.77163887,18.85308456,18.59380531,18.59903526,70145942
30-01-2013,18.70815468,18.77537537,18.95271111,18.75246048,18.77313423,69579828
31-01-2013,18.75431442,18.82170105,18.86977005,18.68620872,18.69268417,65613015
01-02-2013,19.24843025,19.31759262,19.34250069,18.88172722,18.88421631,150405652
04-02-2013,18.83695793,18.9046402,19.18982124,18.88596153,19.12058067,122075862
05-02-2013,19.00373268,19.07201385,19.20576286,18.91584969,18.95719337,75108474
06-02-2013,19.11367226,19.18235016,19.25183868,18.8916893,18.9058857,83435569
07-02-2013,19.20748329,19.27649689,19.39754295,19.06603622,19.17064476,114033831
08-02-2013,19.49089813,19.56093025,19.5933094,19.41622353,19.43041992,121256803
11-02-2013,19.41768456,19.48745537,19.50190163,19.2715168,19.38733292,87037018
12-02-2013,19.37500191,19.44461632,19.62394524,19.41149139,19.47076988,74638720
13-02-2013,19.42860794,19.49841499,19.56043243,19.42643547,19.43041992,48107646
14-02-2013,19.55170059,19.62195206,19.64486694,19.37163925,19.42045784,69672173
15-02-2013,19.67752647,19.74822807,19.75744438,19.60327148,19.61149025,109601278
19-02-2013,20.02397728,20.09592628,20.09966278,19.80775642,19.82543945,117711564
20-02-2013,19.66685295,19.73751831,20.14872742,19.72083092,20.05731964,110982436
21-02-2013,19.74304199,19.81398201,20.06105614,19.70663452,19.87550163,140781714
22-02-2013,19.84678078,19.91809273,19.9564476,19.7708931,19.90688324,82463941
25-02-2013,19.62491226,19.69542694,20.13478088,19.68845367,19.98259926,92501423
26-02-2013,19.60902786,19.67948532,19.82444382,19.53677177,19.80078125,88430220
27-02-2013,19.84851837,19.91983604,20.04362106,19.70389557,19.79579926,81347773
28-02-2013,19.88375854,19.9552021,20.09941292,19.9509697,19.95271111,90971711
01-03-2013,20.00759697,20.07948685,20.10314751,19.8294239,19.87051964,87342157
04-03-2013,20.38755226,20.4608078,20.49418259,20.04984856,20.05731964,111440145
05-03-2013,20.81193161,20.88671112,20.92531776,20.64511681,20.64586449,162370331
06-03-2013,20.63275146,20.70688629,21.02120781,20.64287567,20.94723511,115350748
07-03-2013,20.66302872,20.73727226,20.83739662,20.66205406,20.77363586,82415761
08-03-2013,20.63622475,20.71037292,20.79505539,20.54922676,20.78459358,116912581
11-03-2013,20.71812248,20.79256439,20.91410828,20.7098732,20.71460724,64027093
12-03-2013,20.53918648,20.61298752,20.71958733,20.51485443,20.6901989,80633104
13-03-2013,20.48210716,20.55570221,20.68969917,20.48098183,20.62021065,65898080
14-03-2013,20.38854599,20.46180344,20.59754562,20.35844231,20.59754562,66295564
15-03-2013,20.20886803,20.28148079,20.43091965,20.25757027,20.38608742,124452737
18-03-2013,20.04730415,20.11933708,20.24312401,19.96192741,20.04984856,73807616
19-03-2013,20.13491058,20.20725822,20.40476799,20.0859623,20.20526695,84242583
20-03-2013,20.21904373,20.29169273,20.36142921,20.21024704,20.34449387,58771467
21-03-2013,20.13342285,20.20576477,20.346735,20.17064476,20.20651054,59325536
22-03-2013,20.10984421,20.1821022,20.30489159,20.16541481,20.29243851,59751126
25-03-2013,20.09321785,20.16541481,20.40427017,20.0951786,20.23440552,68736680
26-03-2013,20.16221046,20.23465538,20.2740078,20.11933708,20.26155472,47854701
27-03-2013,19.91999245,19.99156761,20.09966278,19.95844078,20.09169006,86852328
28-03-2013,19.70978737,19.78060722,20.05906487,19.75844193,20.02469254,91855009
01-04-2013,19.88351059,19.95495415,19.98135567,19.75719452,19.80103111,72562968
02-04-2013,20.17759895,20.25009727,20.29468155,20.0249424,20.03839111,81966082
03-04-2013,20.00784683,20.07973671,20.27898979,19.94200134,20.26055717,69800653
04-04-2013,19.73162651,19.80252457,20.06852722,19.7086277,20.03116798,98270968
05-04-2013,19.433321,19.50314713,19.60128021,19.33751869,19.57811546,137870844
08-04-2013,19.22981644,19.29891205,19.41597366,19.13826561,19.3960495,113708616
09-04-2013,19.29930878,19.36865234,19.5205822,19.25557518,19.31510162,86615444
10-04-2013,19.61027145,19.68073273,19.73477936,19.32755661,19.49991035,79440651
11-04-2013,19.61548042,19.68596268,19.75345993,19.52830315,19.74798012,81452163
12-04-2013,19.60704231,19.67749405,19.72855377,19.50015831,19.72581291,65713390
15-04-2013,19.40552521,19.47525215,19.85059547,19.35296059,19.57537651,98491793
16-04-2013,19.68943596,19.76018333,19.82568741,19.52481651,19.59131622,69941178
17-04-2013,19.42116165,19.49094391,19.69717026,19.37985992,19.59530258,81785407
18-04-2013,19.00795174,19.07624817,19.57164192,18.96043205,19.56043243,133398142
19-04-2013,19.85075188,19.92207718,20.01099396,19.08496475,19.15719414,232998073
22-04-2013,19.85670853,19.92805481,20.02394485,19.30264854,19.94025993,115768308
23-04-2013,20.05003738,20.12207794,20.31136894,19.9342804,19.95022202,92035684
24-04-2013,20.18777466,20.26030922,20.37363434,20.12456894,20.12730789,73438237
25-04-2013,20.07981491,20.15196419,20.33552742,20.11535263,20.33004761,79986690
26-04-2013,19.88921738,19.96068192,20.11809158,19.84013367,20.11460686,99880980
29-04-2013,20.32699966,20.40003586,20.49069595,20.00003433,20.00626183,92376959
30-04-2013,20.46374321,20.5372715,20.6137352,20.36566353,20.3985405,92613843
01-05-2013,20.36100006,20.43415833,20.54100609,20.33278847,20.50464439,58418148
02-05-2013,20.58882332,20.66280174,20.78583908,20.3997879,20.42593956,81034603
03-05-2013,20.98863411,21.06404686,21.0909462,20.82195473,20.84586525,100880714
06-05-2013,21.38149261,21.45831871,21.4657917,21.1273098,21.1273098,85973045
07-05-2013,21.27428055,21.35072136,21.51610184,21.18733406,21.49468231,78653713
08-05-2013,21.68128777,21.75919151,21.7654171,21.24312592,21.34499359,99102072
09-05-2013,21.62792969,21.7056427,21.90937805,21.62469482,21.68970108,88353936
10-05-2013,21.84508324,21.92357445,21.93129539,21.72257805,21.80103493,76192522
13-05-2013,21.77807808,21.85632706,21.9793663,21.75296593,21.89019966,58157173
14-05-2013,22.01557922,22.0946846,22.13428497,21.84661484,21.85557938,63408784
15-05-2013,22.73007584,22.8117466,22.82394981,22.26703835,22.30389977,160033605
16-05-2013,22.43176651,22.51236725,22.91361427,22.46604156,22.88920593,128865215
17-05-2013,22.56354904,22.6446228,22.75197029,22.42893028,22.66554451,112098604
20-05-2013,22.54741859,22.62843323,22.92905617,22.54051208,22.54051208,91248746
21-05-2013,22.50870323,22.58957863,22.70639038,22.35645294,22.61573029,79617311
22-05-2013,22.07315636,22.15246773,22.64785957,22.08920479,22.47974014,102807910
23-05-2013,21.90861511,21.98733521,22.16591644,21.76840782,21.8431263,91345105
24-05-2013,21.67359543,21.75147057,21.88845634,21.69393539,21.79978943,92216359
